jogo_id,data,mandante,visitante,minuto,placar_mandante,placar_visitante,odd_mandante,odd_empate,odd_visitante,gol_no_minuto,quem_marcou,competicao,temporada
4,2024-09-25,Novorizontino,Ponte Preta,20,1,0,1.44,6.09,6.2,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,21,1,0,1.42,6.2,6.24,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,22,1,0,1.41,6.25,6.29,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,23,1,0,1.43,6.33,6.35,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,24,1,0,1.46,6.38,6.5,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,25,1,0,1.47,6.31,6.48,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,26,1,0,1.48,6.4,6.32,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,27,1,0,1.46,6.5,6.2,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,28,1,0,1.43,6.52,6.38,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,29,1,0,1.43,6.68,6.51,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,30,1,0,1.41,6.81,6.5,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,31,1,0,1.44,6.91,6.44,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,32,1,0,1.41,7.1,6.3,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,33,1,0,1.45,7.25,6.38,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,34,2,0,1.07,13.16,11.66,1,Novorizontino,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,35,2,0,1.07,13.12,11.78,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,36,2,0,1.08,13.19,12.01,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,37,2,0,1.11,12.88,11.82,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,38,2,0,1.08,13.18,11.86,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,39,2,0,1.11,12.96,11.55,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,40,2,0,1.13,13.28,11.41,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,41,2,0,1.12,12.99,11.72,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,42,2,0,1.11,12.98,11.44,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,43,2,0,1.14,12.7,11.41,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,44,2,0,1.15,12.89,11.72,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,45,2,0,1.14,13.08,11.48,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,46,2,0,1.13,12.77,11.47,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,47,2,0,1.12,13.12,11.15,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,48,2,0,1.11,13.08,11.45,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,49,2,0,1.13,12.77,11.58,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,50,2,0,1.13,13.14,11.48,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,51,2,0,1.12,12.9,11.22,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,52,2,0,1.14,12.86,11.33,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,53,2,0,1.15,12.93,11.0,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,54,2,0,1.17,12.73,10.75,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,55,2,0,1.17,12.4,10.92,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,56,2,1,1.76,17.09,8.1,1,Ponte Preta,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,57,2,1,1.71,17.46,7.93,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,58,2,1,1.67,17.2,7.78,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,59,2,1,1.69,16.71,7.55,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,60,2,1,1.72,16.45,7.47,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,61,2,1,1.58,16.01,7.58,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,62,2,1,1.48,16.25,7.57,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,63,2,1,1.4,16.26,7.39,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,64,2,1,1.31,16.69,7.19,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,65,2,1,1.24,17.06,7.2,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,66,2,1,1.16,17.53,7.01,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,67,2,1,1.08,17.43,7.09,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,68,2,1,1.01,17.86,6.91,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,69,2,1,1.01,17.98,6.73,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,70,2,1,1.01,18.12,6.75,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,71,3,1,1.01,32.78,11.32,1,Novorizontino,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,72,3,1,1.01,33.47,11.42,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,73,3,1,1.01,33.91,11.22,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,74,3,1,1.01,33.36,11.11,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,75,3,1,1.01,33.19,10.84,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,76,3,1,1.01,33.52,10.76,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,77,3,1,1.01,34.37,10.48,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,78,3,1,1.01,33.53,10.23,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,79,3,1,1.01,34.16,10.26,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,80,3,1,1.01,34.29,10.16,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,81,3,1,1.01,33.99,10.26,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,82,3,1,1.01,34.74,10.4,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,83,3,1,1.01,34.95,10.31,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,84,3,1,1.01,34.35,10.41,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,85,3,1,1.01,33.54,10.63,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,86,3,1,1.01,34.07,10.68,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,87,3,1,1.01,34.78,10.98,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,88,3,1,1.01,35.02,11.07,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,89,3,1,1.01,35.92,11.29,0,,Série B,2024
4,2024-09-25,Novorizontino,Ponte Preta,90,3,1,1.01,35.23,11.43,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,0,0,0,2.06,3.05,2.5,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,1,0,0,2.02,3.07,2.43,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,2,0,0,2.05,3.02,2.42,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,3,0,0,2.03,3.0,2.45,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,4,0,0,2.06,3.01,2.39,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,5,0,0,2.0,2.95,2.41,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,6,0,0,2.02,2.91,2.43,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,7,0,0,2.02,2.9,2.4,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,8,0,0,2.05,2.83,2.39,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,9,0,0,2.02,2.86,2.39,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,10,0,0,2.04,2.78,2.37,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,11,0,0,2.05,2.7,2.34,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,12,0,0,2.01,2.64,2.31,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,13,0,0,1.99,2.56,2.34,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,14,0,0,1.95,2.54,2.37,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,15,0,0,1.95,2.59,2.41,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,16,0,0,1.9,2.65,2.34,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,17,0,0,1.85,2.72,2.39,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,18,0,0,1.86,2.73,2.42,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,19,0,0,1.85,2.67,2.35,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,20,0,0,1.83,2.72,2.37,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,21,0,0,1.87,2.79,2.31,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,22,0,0,1.91,2.75,2.32,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,23,0,0,1.91,2.73,2.29,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,24,0,0,1.89,2.7,2.24,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,25,0,0,1.89,2.64,2.24,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,26,0,0,1.94,2.62,2.27,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,27,0,0,1.98,2.67,2.23,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,28,0,0,1.94,2.62,2.24,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,29,0,0,1.97,2.64,2.2,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,30,0,1,3.73,4.07,1.58,1,Chapecoense,Série B,2024
5,2024-09-28,Avaí,Chapecoense,31,0,1,3.74,4.1,1.59,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,32,0,1,3.82,4.13,1.56,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,33,0,1,3.72,4.12,1.54,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,34,0,1,3.67,4.01,1.54,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,35,0,1,3.63,4.0,1.5,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,36,0,1,3.7,3.9,1.53,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,37,0,1,3.78,3.93,1.53,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,38,0,1,3.77,3.94,1.56,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,39,0,1,3.86,3.93,1.59,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,40,0,1,3.9,3.89,1.59,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,41,0,1,3.82,3.79,1.55,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,42,0,1,3.91,3.75,1.57,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,43,0,1,3.91,3.68,1.55,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,44,0,1,3.9,3.67,1.55,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,45,0,1,3.82,3.64,1.53,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,46,0,1,3.8,3.6,1.54,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,47,0,1,3.87,3.63,1.5,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,48,0,1,3.78,3.67,1.48,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,49,0,1,3.83,3.7,1.52,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,50,0,1,3.92,3.66,1.53,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,51,0,1,3.84,3.63,1.57,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,52,0,1,3.89,3.61,1.58,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,53,0,1,3.99,3.57,1.57,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,54,0,1,4.06,3.64,1.59,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,55,1,1,2.91,6.13,2.87,1,Avaí,Série B,2024
5,2024-09-28,Avaí,Chapecoense,56,1,1,2.89,6.08,2.81,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,57,1,1,2.84,6.24,2.81,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,58,1,1,2.79,6.1,2.74,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,59,1,1,2.85,5.95,2.78,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,60,1,1,2.91,6.09,2.7,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,61,1,1,2.88,6.19,2.64,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,62,1,1,2.86,6.06,2.69,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,63,1,1,2.91,6.17,2.64,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,64,1,1,2.9,6.14,2.67,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,65,1,1,2.85,6.12,2.64,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,66,1,1,2.89,6.1,2.65,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,67,1,1,2.86,6.21,2.65,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,68,1,1,2.92,6.16,2.72,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,69,1,1,3.0,6.15,2.68,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,70,1,1,2.98,6.16,2.75,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,71,1,1,3.04,6.27,2.69,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,72,1,1,2.99,6.32,2.75,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,73,1,1,3.0,6.17,2.81,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,74,1,1,3.06,6.09,2.85,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,75,1,1,3.02,6.24,2.79,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,76,1,1,3.01,6.41,2.74,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,77,1,1,3.0,6.35,2.66,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,78,1,1,2.92,6.35,2.62,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,79,1,1,3.01,6.3,2.55,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,80,1,1,3.09,6.43,2.57,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,81,1,1,3.14,6.29,2.54,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,82,1,1,3.2,6.36,2.48,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,83,1,1,3.24,6.34,2.41,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,84,1,1,3.16,6.25,2.46,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,85,1,1,3.17,6.34,2.46,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,86,1,1,3.1,6.26,2.43,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,87,1,1,3.02,6.23,2.47,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,88,1,2,5.09,8.2,1.81,1,Chapecoense,Série B,2024
5,2024-09-28,Avaí,Chapecoense,89,1,2,5.01,8.02,1.8,0,,Série B,2024
5,2024-09-28,Avaí,Chapecoense,90,1,2,5.04,7.9,1.79,0,,Série B,2024
